shopper_id,trip_id,choice,price.heinz,price.hunts,price.delmonte,price.stb,southeast
214,1,stb,1.19,1.39,1.49,0.89,0
215,1,stb,1.39,1.39,1.49,0.89,0
216,1,heinz,0.99,1.39,1.49,0.89,0
217,1,heinz,1.39,1.39,1.49,0.89,0
217,2,heinz,1.19,1.39,1.49,0.89,0
217,3,heinz,1.19,1.36,1.46,0.95,0
217,4,heinz,1.19,1.36,1.46,0.95,0
217,5,heinz,1.46,1.36,1.46,0.95,0
217,6,heinz,0.99,1.53,1.46,0.95,0
217,7,heinz,0.99,1.43,1.46,0.99,0
217,8,heinz,0.79,1.43,1.46,0.99,0
217,9,heinz,0.99,1.43,1.46,0.99,0
217,10,heinz,0.99,1.43,1.46,0.99,0
217,11,hunts,1.46,1.44,1.46,0.79,0
217,12,hunts,1.46,1.53,1.46,0.95,0
218,1,heinz,0.79,1.43,1.45,0.99,0
218,2,stb,0.99,1.49,1.39,0.89,0
218,3,stb,1.19,1.39,1.49,0.99,0
218,4,stb,1.39,1.39,1.49,0.89,0
218,5,stb,1.39,1.39,1.49,0.89,0
218,6,stb,1.39,1.36,1.39,0.95,0
218,7,stb,1.19,1.36,1.39,0.95,0
218,8,stb,0.99,1.36,1.39,0.95,0
218,9,stb,1.46,1.36,1.39,0.95,0
218,10,stb,1.19,1.19,1.49,0.95,0
218,11,stb,1.46,1.43,1.49,0.79,0
218,12,stb,1.46,1.43,1.49,0.79,0
218,13,stb,1.46,1.53,1.49,0.95,0
218,14,stb,1.46,1.53,1.49,0.95,0
218,15,stb,0.99,1.53,1.49,0.95,0
219,1,heinz,0.99,1.49,1.49,0.99,0
219,2,heinz,1.19,1.39,1.49,0.89,0
219,3,heinz,1.19,1.39,1.49,0.89,0
219,4,heinz,1.19,1.36,1.39,0.95,0
219,5,heinz,0.99,1.36,1.39,0.95,0
219,6,heinz,1.46,1.43,1.49,0.99,0
220,1,stb,1.19,1.49,1.39,0.89,0
220,2,stb,1.39,1.49,1.49,0.89,0
221,1,heinz,0.99,1.36,1.39,0.95,0
221,2,heinz,1.47,1.43,1.49,0.99,0
221,3,delmonte,1.47,1.43,0.99,0.99,0
221,4,delmonte,1.47,1.43,0.89,0.99,0
222,1,heinz,0.99,1.49,1.49,0.89,0
222,2,heinz,1.19,1.36,1.39,0.95,0
222,3,heinz,1.19,1.36,1.39,0.95,0
222,4,stb,1.46,1.43,1.47,0.79,0
223,1,heinz,0.99,1.39,1.49,0.89,0
224,1,heinz,0.99,1.49,1.49,0.99,0
224,2,heinz,0.79,1.43,1.45,0.99,0
225,1,heinz,0.99,1.53,1.46,0.95,0
226,1,stb,1.39,1.39,1.49,0.89,0
227,1,stb,1.46,1.43,1.45,0.99,0
228,1,heinz,1.19,1.29,1.49,0.95,0
229,1,heinz,0.99,1.39,1.49,0.89,0
229,2,heinz,1.19,1.36,1.39,0.95,0
229,3,heinz,0.79,1.43,0.99,0.75,0
229,4,hunts,1.39,0.99,1.39,0.99,0
229,5,hunts,1.39,0.89,1.39,0.95,0
229,6,delmonte,1.46,1.53,1.49,0.95,0
230,1,hunts,1.46,1.19,1.47,0.79,1
230,2,hunts,0.99,1.39,1.49,0.89,1
230,3,delmonte,1.46,1.43,0.89,0.99,1
231,1,heinz,0.99,1.36,1.39,0.95,0
231,2,heinz,0.99,1.19,1.49,0.95,0
231,3,heinz,0.99,1.53,1.49,0.95,0
231,4,hunts,1.39,0.89,1.39,0.95,0
231,5,hunts,1.46,1.19,1.49,0.95,0
231,6,delmonte,1.46,1.43,0.99,0.99,0
232,1,heinz,1.39,1.36,1.39,0.95,0
232,2,heinz,1.19,1.36,1.39,0.95,0
232,3,heinz,0.79,1.43,1.45,0.99,0
233,1,hunts,1.19,1.43,1.46,0.75,0
233,2,delmonte,1.46,1.43,0.99,0.99,0
234,1,heinz,0.99,1.49,1.39,0.89,0
234,2,heinz,0.79,1.43,1.45,0.99,0
235,1,stb,1.19,1.19,1.39,0.79,0
236,1,heinz,0.99,1.19,1.46,0.95,0
236,2,hunts,1.46,1.29,1.49,0.95,0
236,3,hunts,1.46,1.43,1.49,0.99,0
236,4,delmonte,0.99,1.39,1.49,0.89,0
236,5,stb,1.19,1.36,1.39,0.95,0
237,1,hunts,1.39,0.89,1.39,0.95,1
237,2,stb,1.46,1.43,1.49,0.79,1
238,1,heinz,1.19,1.39,1.49,0.89,0
238,2,heinz,1.19,1.36,1.49,0.95,0
238,3,heinz,1.46,1.43,0.99,0.79,0
239,1,heinz,1.19,1.36,1.39,0.95,0
239,2,heinz,1.19,1.36,1.39,0.95,0
239,3,heinz,1.19,1.36,1.39,0.95,0
239,4,heinz,1.46,1.29,1.39,0.95,0
239,5,heinz,1.19,1.19,1.39,0.95,0
239,6,heinz,1.46,1.29,1.39,0.99,0
239,7,heinz,1.46,1.43,1.39,0.75,0
239,8,delmonte,1.39,1.36,1.39,0.95,0
240,1,heinz,0.99,1.49,1.39,0.89,0
240,2,heinz,0.99,1.39,1.49,0.89,0
240,3,heinz,1.19,1.19,1.46,0.95,0
240,4,heinz,1.46,1.53,1.49,0.95,0
240,5,heinz,0.99,1.53,1.49,0.95,0
240,6,heinz,1,1.43,1.49,0.99,0
240,7,delmonte,1.47,1.43,0.89,0.99,0
240,8,stb,1.46,1.43,1.49,0.79,0
240,9,stb,0.99,1.43,1.49,0.75,0
241,1,heinz,1.39,1.39,1.49,0.89,0
241,2,heinz,0.99,1.39,1.49,0.89,0
241,3,heinz,0.99,1.39,1.49,0.89,0
241,4,heinz,1.19,1.36,1.39,0.95,0
241,5,heinz,1.46,1.29,1.49,0.95,0
241,6,heinz,0.99,1.43,1.47,0.99,0
241,7,delmonte,1.46,1.43,0.89,0.99,0
242,1,heinz,1.39,1.39,1.49,0.89,0
243,1,hunts,1.19,1.39,1.49,0.99,1
243,2,hunts,1.39,0.89,1.39,0.99,1
244,1,hunts,1.19,1.53,1.49,0.95,1
245,1,heinz,0.99,1.39,1.49,0.89,0
245,2,hunts,1.39,0.79,1.39,0.95,0
246,1,hunts,1.46,1.29,1.39,0.95,1
246,2,hunts,1.19,1.29,1.39,0.95,1
247,1,heinz,1.19,1.36,1.39,0.95,0
247,2,stb,0.99,1.39,1.49,0.89,0
248,1,heinz,0.99,1.39,1.49,0.89,0
248,2,stb,1.39,1.39,1.49,0.89,0
248,3,stb,1.46,1.43,1.49,0.75,0
248,4,stb,1.19,1.39,1.49,0.89,0
249,1,heinz,0.99,1.49,1.29,0.99,0
250,1,stb,1.46,1.43,1.47,0.79,0
251,1,heinz,0.99,1.39,1.49,0.89,0
251,2,stb,1.19,1.19,1.39,0.95,0
251,3,stb,1.46,1.43,1.39,0.75,0
251,4,stb,1.46,1.43,1.45,0.99,0
251,5,stb,1.46,1.43,1.45,0.99,0
252,1,hunts,1.39,0.89,1.49,0.95,1
252,2,hunts,1.46,1.43,1.47,0.79,1
252,3,hunts,1.46,1.43,1.46,0.79,1
253,1,heinz,1.46,1.49,1.49,0.95,0
253,2,hunts,0.99,0.89,1.39,0.89,0
254,1,heinz,1.19,0.99,1.46,0.95,0
255,1,delmonte,1.46,1.43,0.99,0.75,0
255,2,stb,1.19,1.53,1.49,0.95,0
256,1,heinz,1.46,1.43,1.49,0.75,0
257,1,hunts,1.46,1.29,1.39,0.99,1
257,2,stb,1.39,1.49,1.49,0.89,1
257,3,stb,0.99,1.29,1.39,0.95,1
257,4,stb,1.46,1.19,1.39,0.79,1
258,1,heinz,1.19,1.36,1.39,0.95,0
258,2,heinz,1.19,1.36,1.39,0.95,0
258,3,heinz,1.46,1.29,1.39,0.95,0
258,4,heinz,1.19,1.19,1.49,0.95,0
259,1,heinz,0.79,1.43,1.46,0.99,0
259,2,delmonte,1.19,1.29,1.39,0.95,0
259,3,delmonte,0.99,1.36,1.39,0.95,0
260,1,heinz,1.19,1.39,1.49,0.89,0
260,2,heinz,0.79,1.43,1.46,0.99,0
260,3,heinz,0.99,1.43,1.46,0.99,0
260,4,hunts,1.46,1.53,1.46,0.95,0
261,1,heinz,1.19,0.79,1.49,0.95,0
261,2,heinz,0.99,1.36,1.49,0.95,0
261,3,heinz,1.19,1.43,1.46,0.99,0
261,4,heinz,1.19,1.43,1.46,0.75,0
261,5,heinz,1.39,1.31,0.99,0.99,0
261,6,hunts,1.46,1.29,1.49,0.95,0
261,7,hunts,1.46,1.19,1.46,0.79,0
262,1,heinz,1.39,1.39,1.49,0.89,0
262,2,heinz,0.99,1.29,1.39,0.95,0
262,3,heinz,0.79,1.43,1.45,0.99,0
262,4,delmonte,1.46,1.43,0.89,0.99,0
263,1,heinz,1.19,1.19,1.39,0.95,0
263,2,heinz,0.99,1.39,1.49,0.89,0
264,1,heinz,1.19,1.29,1.39,0.95,0
265,1,heinz,0.99,0.89,1.39,0.89,0
265,2,heinz,0.99,1.39,1.49,0.89,0
265,3,hunts,1.46,1.29,1.49,0.95,0
266,1,heinz,0.99,1.19,1.49,0.95,0
266,2,heinz,1.19,1.53,1.47,0.95,0
266,3,hunts,1.19,1.29,1.39,0.95,0
266,4,stb,1.19,1.39,1.49,0.89,0
267,1,heinz,1.39,1.39,1.49,0.89,0
267,2,heinz,1.39,1.36,1.39,0.95,0
268,1,stb,1.47,1.43,1.49,0.99,0
269,1,stb,1.19,1.39,1.49,0.89,0
270,1,heinz,0.99,1.36,1.47,0.95,0
270,2,heinz,1.19,1.36,1.47,0.95,0
270,3,hunts,1.46,1.19,1.47,0.79,0
270,4,delmonte,1.39,0.89,1.49,0.89,0
270,5,delmonte,1.39,0.79,1.39,0.95,0
271,1,heinz,0.99,1.49,1.39,0.89,0
271,2,heinz,1.19,1.39,1.49,0.89,0
271,3,heinz,1.39,0.89,1.39,0.95,0
271,4,heinz,1.19,1.36,1.39,0.95,0
271,5,heinz,0.99,1.49,1.46,0.95,0
271,6,heinz,1.46,1.53,1.49,0.95,0
271,7,heinz,1.47,1.43,1.45,0.99,0
272,1,heinz,1.39,1.49,1.49,0.89,0
273,1,heinz,1.19,1.49,1.39,0.89,0
273,2,hunts,1.39,0.79,1.39,0.95,0
273,3,delmonte,1.39,1.39,1.49,0.89,0
273,4,delmonte,1.19,1.29,1.39,0.95,0
273,5,stb,1.47,1.43,1.45,0.99,0
274,1,heinz,1.19,1.36,1.39,0.95,0
274,2,heinz,1.19,1.53,1.49,0.95,0
275,1,delmonte,1.39,1.39,1.49,0.89,0
275,2,delmonte,1.39,1.39,1.49,0.89,0
275,3,delmonte,0.99,1.39,1.49,0.89,0
275,4,delmonte,1.46,1.53,1.49,0.95,0
276,1,stb,0.99,1.39,1.49,0.89,0
277,1,heinz,1.19,1.39,1.49,0.89,0
277,2,heinz,1.19,1.39,1.49,0.89,0
277,3,heinz,0.99,1.36,1.39,0.95,0
277,4,heinz,1.19,1.36,1.46,0.95,0
277,5,heinz,1.19,1.36,1.46,0.95,0
277,6,heinz,1.19,1.36,1.46,0.95,0
277,7,heinz,1.46,1.49,1.46,0.95,0
277,8,heinz,0.99,0.99,1.46,0.95,0
277,9,heinz,1.39,1.39,1.45,0.79,0
277,10,hunts,1.39,0.89,1.39,0.95,0
277,11,stb,1.19,1.39,1.49,0.89,0
277,12,stb,0.99,1.39,1.49,0.89,0
277,13,stb,1.39,1.36,1.39,0.95,0
277,14,stb,1.19,1.36,1.46,0.95,0
277,15,stb,1.19,0.99,1.46,0.95,0
277,16,stb,1.46,1.44,1.46,0.79,0
277,17,stb,1.46,1.43,1.46,0.79,0
277,18,stb,1.46,1.43,1.46,0.79,0
277,19,stb,1.46,1.43,1.46,0.75,0
278,1,stb,1.46,1.43,1.47,0.79,0
279,1,heinz,1.19,1.39,1.49,0.89,0
279,2,delmonte,0.99,1.39,1.45,0.99,0
279,3,stb,0.99,1.43,1.46,0.99,0
280,1,heinz,0.79,1.43,1.45,0.99,0
281,1,hunts,1.39,0.89,1.49,0.89,1
282,1,stb,1.39,1.39,1.49,0.89,0
283,1,heinz,1.19,1.39,1.49,0.89,0
283,2,heinz,1.39,1.39,1.49,0.89,0
283,3,heinz,1.39,0.89,1.39,0.95,0
283,4,heinz,1.46,1.29,1.46,0.95,0
283,5,heinz,1.46,1.43,1.46,0.75,0
283,6,heinz,0.99,1.43,1.46,0.99,0
283,7,heinz,0.99,1.43,1.45,0.99,0
284,1,heinz,0.99,1.49,1.49,0.89,0
284,2,heinz,1.19,1.39,1.49,0.89,0
284,3,heinz,0.99,1.39,1.49,0.89,0
284,4,heinz,0.99,1.36,1.39,0.95,0
284,5,heinz,1.19,1.36,1.39,0.95,0
284,6,heinz,1.46,1.36,1.39,0.95,0
284,7,heinz,0.79,1.43,1.45,0.99,0
284,8,hunts,1.39,0.79,1.39,0.95,0
284,9,hunts,1.39,0.89,1.39,0.95,0
284,10,delmonte,1.46,1.43,0.89,0.99,0
285,1,heinz,1.39,1.49,1.49,0.89,0
285,2,heinz,0.99,1.39,1.49,0.89,0
285,3,heinz,0.99,1.19,1.39,0.95,0
285,4,heinz,1.46,1.43,1.45,0.99,0
285,5,hunts,1.46,1.29,1.39,0.95,0
285,6,hunts,1.19,0.89,1.49,0.89,0
285,7,hunts,1.39,0.89,1.39,0.95,0
286,1,hunts,1.39,0.79,1.39,0.95,1
287,1,heinz,1.39,0.89,1.39,0.95,0
288,1,hunts,1.19,0.89,1.49,0.99,1
289,1,heinz,1.46,1.43,1.45,0.99,0
290,1,heinz,1.19,1.29,1.39,0.95,0
290,2,delmonte,1.19,1.39,1.49,0.89,0
290,3,delmonte,0.99,1.39,1.49,0.89,0
291,1,heinz,1.39,1.43,1.45,0.79,0
292,1,hunts,1.39,0.89,1.39,0.99,1
292,2,stb,1.19,1.49,1.29,0.99,1
292,3,stb,1.39,1.49,1.49,0.99,1
292,4,stb,1.39,1.49,1.49,0.89,1
292,5,stb,0.99,1.39,1.49,0.89,1
292,6,stb,1.39,1.39,1.49,0.89,1
292,7,stb,1.39,1.36,1.39,0.95,1
293,1,heinz,1.46,1.53,1.45,0.99,0
293,2,heinz,0.99,1.49,1.46,0.95,0
294,1,heinz,1.46,1.43,1.45,0.99,0
294,2,hunts,0.99,1.19,1.39,0.95,0
294,3,hunts,1.46,1.19,1.49,0.95,0
294,4,delmonte,1.19,1.49,1.29,0.99,0
294,5,delmonte,1.39,0.89,1.39,0.99,0
294,6,stb,1.39,1.49,1.49,0.89,0
294,7,stb,0.99,1.39,1.49,0.89,0
294,8,stb,1.46,1.43,1.45,0.99,0
295,1,stb,1.19,1.36,1.39,0.95,0
296,1,heinz,1.19,1.36,1.46,0.95,0
297,1,heinz,1.19,0.89,1.49,0.95,0
298,1,stb,1.39,1.39,1.49,0.89,0
299,1,heinz,0.99,1.19,1.49,0.95,0
299,2,hunts,1.39,0.89,1.39,0.95,0
300,1,stb,1.39,1.39,1.49,0.89,0
301,1,heinz,1.19,1.36,1.39,0.95,0
301,2,heinz,0.99,1.49,1.49,0.89,0
301,3,stb,1.39,1.39,1.49,0.89,0
302,1,heinz,0.99,1.43,1.46,0.99,0
303,1,hunts,0.99,1.19,1.49,0.95,1
304,1,heinz,0.99,1.43,1.45,0.99,0
304,2,heinz,0.99,1.39,1.49,0.89,0
304,3,heinz,0.99,1.36,1.39,0.95,0
304,4,hunts,1.39,0.89,1.39,0.89,0
304,5,stb,1.46,1.43,1.49,0.79,0
304,6,stb,1.39,1.39,1.49,0.89,0
304,7,stb,1.46,1.53,1.47,0.75,0
304,8,stb,1.46,1.43,1.47,0.99,0
305,1,heinz,1.46,1.43,1.45,0.99,0
306,1,heinz,1.39,1.39,1.49,0.89,0
307,1,stb,1.46,1.53,1.46,0.79,0
307,2,stb,1.19,1.43,1.46,0.75,0
307,3,stb,1.46,1.43,0.99,0.75,0
308,1,hunts,1.39,1.36,1.39,0.95,1
308,2,hunts,1.39,0.79,1.39,0.95,1
308,3,hunts,1.19,1.36,1.39,0.95,1
308,4,hunts,1.19,0.89,1.49,0.99,1
309,1,hunts,1.46,1.44,1.47,0.95,1
310,1,heinz,0.99,1.39,1.49,0.89,0
311,1,hunts,0.99,1.49,1.46,0.95,1
312,1,heinz,1.19,0.89,1.49,0.95,0
312,2,heinz,1.39,1.36,1.49,0.95,0
313,1,heinz,1.19,1.39,1.49,0.89,0
313,2,heinz,0.99,1.49,1.49,0.89,0
313,3,heinz,1.19,0.89,1.39,0.95,0
314,1,heinz,1.19,1.39,1.49,0.99,0
314,2,heinz,0.99,1.39,1.49,0.89,0
314,3,heinz,0.99,1.19,1.49,0.95,0
315,1,heinz,1.19,0.89,1.39,0.95,0
315,2,heinz,1.46,1.43,1.47,0.99,0
315,3,hunts,1.46,1.53,1.49,0.95,0
316,1,heinz,0.79,1.43,1.46,0.99,0
317,1,hunts,1.19,1.29,1.39,0.95,1
317,2,hunts,1.46,1.19,1.39,0.79,1
317,3,stb,1.39,1.49,1.49,0.89,1
317,4,stb,1.46,1.43,0.99,0.75,1
318,1,heinz,0.99,0.99,1.46,0.95,0
318,2,heinz,1.19,1.39,1.49,0.89,0
318,3,heinz,1.19,1.19,1.47,0.79,0
318,4,heinz,1.46,1.43,1.45,0.99,0
319,1,heinz,1.46,1.36,1.49,0.95,0
319,2,hunts,1.46,1.53,1.46,0.79,0
320,1,heinz,1.19,1.36,1.49,0.95,0
320,2,hunts,1.39,0.89,1.49,0.95,0
321,1,stb,1.39,1.36,1.39,0.95,0
322,1,heinz,1.39,1.39,1.49,0.89,1
322,2,hunts,1.39,0.79,1.39,0.95,1
322,3,hunts,1.46,1.43,1.47,0.99,1
323,1,heinz,1.39,1.39,1.49,0.99,0
323,2,heinz,1.46,1.49,1.49,0.95,0
324,1,hunts,1.46,1.43,1.46,0.99,1
325,1,delmonte,1.39,0.89,1.49,0.95,0
326,1,hunts,1.39,0.89,1.39,0.95,1
327,1,heinz,1.19,1.39,1.49,0.89,0
328,1,heinz,1.39,0.79,1.39,0.95,0
328,2,heinz,1.46,1.43,1.47,0.79,0
328,3,heinz,0.99,1.53,1.47,0.99,0
328,4,heinz,1.19,1.39,1.49,0.89,0
328,5,heinz,1.19,1.36,1.39,0.95,0
328,6,heinz,0.99,1.19,1.49,0.95,0
328,7,heinz,1.46,1.43,1.45,0.99,0
329,1,heinz,1.39,0.89,1.39,0.95,0
330,1,heinz,0.99,1.39,1.49,0.89,0
331,1,stb,1.39,1.49,1.49,0.89,0
331,2,stb,1.39,0.89,1.39,0.89,0
332,1,heinz,1.19,1.36,1.49,0.95,0
332,2,heinz,1.19,1.53,1.46,0.95,0
333,1,hunts,1.46,1.19,1.39,0.79,1
334,1,heinz,0.99,1.49,1.49,0.89,0
334,2,heinz,1.39,1.36,1.39,0.99,0
334,3,heinz,1.46,1.29,1.49,0.95,0
334,4,heinz,0.99,1.29,1.49,0.95,0
334,5,heinz,1.46,1.53,1.47,0.99,0
334,6,heinz,1.46,1.43,1.45,0.99,0
335,1,heinz,1.46,1.29,1.49,0.95,0
335,2,heinz,0.79,1.43,0.99,0.75,0
336,1,heinz,0.79,1.43,1.46,0.99,1
336,2,heinz,1.39,1.39,1.49,0.89,1
336,3,heinz,1.46,1.53,1.47,0.99,1
336,4,hunts,1.46,1.43,1.46,0.99,1
336,5,hunts,0.99,1.39,1.46,0.99,1
336,6,hunts,0.99,0.89,1.39,0.89,1
336,7,hunts,1.39,0.89,1.39,0.95,1
336,8,hunts,1.39,1.36,1.39,0.95,1
337,1,delmonte,0.99,1.43,0.89,0.99,0
338,1,heinz,1.19,0.89,1.49,0.95,1
338,2,hunts,1.19,1.39,1.49,0.89,1
338,3,hunts,1.19,0.89,1.49,0.89,1
339,1,heinz,0.79,1.43,1.45,0.99,0
340,1,heinz,0.99,1.39,1.49,0.89,0
340,2,heinz,0.99,1.53,1.46,0.95,0
340,3,heinz,0.99,1.36,1.39,0.95,0
340,4,heinz,0.99,1.19,1.49,0.95,0
340,5,heinz,1.46,1.43,1.47,0.79,0
340,6,heinz,1.46,1.43,1.45,0.99,0
340,7,hunts,1.46,1.43,0.89,0.99,0
340,8,stb,1.46,1.53,1.47,0.75,0
340,9,stb,1.46,1.43,1.45,0.99,0
341,1,heinz,0.99,1.36,1.39,0.95,0
342,1,heinz,1.19,1.49,1.29,0.99,0
342,2,hunts,1.39,0.89,1.39,0.95,0
343,1,delmonte,0.99,1.43,1.45,0.99,0
344,1,heinz,0.99,0.99,1.46,0.95,0
344,2,heinz,0.79,1.43,1.46,0.99,0
344,3,heinz,0.99,1.49,1.49,0.89,0
344,4,heinz,0.99,1.39,1.49,0.89,0
344,5,heinz,0.99,1.36,1.39,0.95,0
344,6,heinz,1.19,1.29,1.39,0.95,0
344,7,heinz,0.99,1.53,1.47,0.95,0
344,8,stb,1.19,1.39,1.49,0.89,0
344,9,stb,1.39,0.89,1.39,0.95,0
344,10,stb,1.19,1.36,1.39,0.95,0
344,11,stb,1.46,1.36,1.39,0.95,0
345,1,heinz,1.19,0.89,1.39,0.95,0
345,2,hunts,1.39,1.39,1.49,0.89,0
345,3,delmonte,1.39,1.39,1.39,0.89,0
345,4,delmonte,1.47,1.43,0.89,0.99,0
346,1,heinz,0.99,1.53,1.49,0.95,0
347,1,heinz,0.79,1.43,0.99,0.75,0
348,1,heinz,1.19,1.39,1.49,0.89,0
349,1,delmonte,1.39,0.89,1.39,0.95,0
350,1,hunts,1.19,1.39,1.49,0.89,1
350,2,stb,1.19,1.49,1.39,0.89,1
350,3,stb,1.39,1.49,1.49,0.89,1
350,4,stb,1.19,1.39,1.49,0.89,1
351,1,hunts,1.19,0.89,1.49,0.99,1
352,1,heinz,1.39,0.89,1.39,0.99,0
353,1,heinz,1.39,0.89,1.39,0.95,0
354,1,heinz,0.99,1.49,1.29,0.99,0
354,2,heinz,1.39,1.36,1.49,0.95,0
354,3,heinz,0.99,1.19,1.46,0.95,0
354,4,heinz,1.46,1.43,0.99,0.79,0
354,5,heinz,1.46,1.43,0.99,0.75,0
354,6,heinz,1.39,1.31,0.99,0.99,0
354,7,heinz,1.19,1.36,1.39,0.95,0
354,8,delmonte,1.19,0.79,1.49,0.95,0
354,9,stb,1.39,1.39,1.49,0.89,0
355,1,heinz,1.47,1.43,1.45,0.99,0
355,2,stb,1.19,1.36,1.39,0.95,0
356,1,heinz,0.99,1.36,1.39,0.95,0
356,2,heinz,0.79,1.43,1.46,0.99,0
356,3,hunts,1.46,0.99,1.46,0.95,0
356,4,delmonte,1.46,1.43,0.99,0.99,0
356,5,stb,1.46,1.44,1.46,0.79,0
357,1,heinz,0.99,1.49,1.39,0.89,0
357,2,heinz,1.39,1.39,1.49,0.89,0
357,3,heinz,0.99,0.99,1.46,0.95,0
357,4,heinz,1.46,1.19,1.46,0.79,0
358,1,hunts,1.46,1.44,1.46,0.95,1
359,1,hunts,1.39,0.79,1.39,0.95,1
360,1,heinz,1.19,1.39,1.49,0.89,0
360,2,heinz,0.99,1.49,1.46,0.95,0
360,3,heinz,1.46,1.53,1.49,0.95,0
360,4,heinz,1,1.43,1.49,0.99,0
360,5,stb,1.19,1.53,1.49,0.95,0
361,1,heinz,0.99,1.36,1.39,0.95,0
361,2,heinz,1.46,1.43,1.49,0.99,0
362,1,stb,1.19,1.36,1.39,0.95,0
363,1,heinz,1.19,1.39,1.49,0.99,0
363,2,heinz,1.19,1.36,1.39,0.95,0
363,3,heinz,0.99,1.49,1.29,0.99,0
363,4,heinz,0.99,1.39,1.49,0.89,0
363,5,heinz,1.19,1.29,1.49,0.95,0
363,6,heinz,1.29,1.39,1.45,0.79,0
363,7,hunts,1.39,0.89,1.49,0.95,0
364,1,stb,1.39,1.49,1.49,0.99,0
364,2,stb,1.19,1.39,1.49,0.89,0
364,3,stb,1.19,1.39,1.49,0.99,0
365,1,heinz,0.99,1.39,1.49,0.89,1
365,2,hunts,1.46,1.43,1.46,0.99,1
365,3,stb,1.46,1.44,1.46,0.95,1
366,1,heinz,1.46,1.43,1.45,0.99,0
367,1,heinz,1.46,1.44,1.47,0.95,0
367,2,heinz,0.79,1.43,1.45,0.99,0
367,3,stb,1.39,1.39,1.49,0.89,0
368,1,heinz,0.99,1.39,1.49,0.89,0
369,1,stb,1.19,1.36,1.47,0.95,0
370,1,heinz,1.46,1.43,1.49,0.99,0
370,2,hunts,1.46,1.29,1.49,0.95,0
371,1,heinz,0.99,1.49,1.39,0.89,0
371,2,heinz,0.99,1.39,1.49,0.89,0
371,3,heinz,0.79,1.43,1.45,0.99,0
371,4,hunts,1.39,1.36,1.39,0.99,0
371,5,hunts,1.39,0.89,1.39,0.95,0
371,6,hunts,1.39,0.89,1.39,0.95,0
371,7,hunts,1.39,0.89,1.39,0.95,0
371,8,delmonte,1.46,1.43,0.99,0.99,0
371,9,stb,1.39,1.49,1.39,0.89,0
371,10,stb,1.19,1.19,1.46,0.95,0
371,11,stb,1.46,1.44,1.46,0.79,0
371,12,stb,0.99,1.43,1.49,0.75,0
371,13,stb,0.99,1.43,1.49,0.75,0
372,1,stb,0.99,1.39,1.49,0.89,0
373,1,stb,1.39,1.49,1.49,0.89,0
373,2,stb,0.99,1.39,1.49,0.89,0
373,3,stb,1.46,1.43,1.47,0.79,0
374,1,hunts,1.39,0.89,1.39,0.99,1
374,2,stb,0.99,1.39,1.49,0.89,1
375,1,heinz,1.19,1.36,1.49,0.95,0
375,2,heinz,1.39,1.49,1.49,0.89,0
376,1,hunts,1.39,1.39,1.45,0.79,1
377,1,heinz,0.99,1.39,1.49,0.89,0
378,1,stb,0.99,1.39,1.49,0.89,0
379,1,hunts,1.19,1.29,1.49,0.95,1
380,1,heinz,0.99,1.39,1.49,0.89,0
380,2,heinz,1.46,1.43,1.45,0.99,0
380,3,heinz,0.79,1.43,1.45,0.99,0
381,1,heinz,1.19,1.29,1.49,0.95,0
381,2,delmonte,1.19,1.39,1.49,0.89,0
381,3,stb,1.46,1.19,1.46,0.79,0
382,1,heinz,0.99,1.49,1.49,0.89,0
382,2,stb,1.19,1.19,1.47,0.79,0
383,1,heinz,0.79,1.43,0.99,0.75,0
383,2,hunts,1.39,0.89,1.39,0.95,0
384,1,heinz,0.79,1.43,1.45,0.99,0
384,2,hunts,1.39,0.89,1.39,0.95,0
385,1,hunts,1.19,1.29,1.39,0.95,1
386,1,heinz,0.99,1.39,1.49,0.89,1
386,2,hunts,1.39,0.79,1.39,0.95,1
386,3,stb,1.46,1.53,1.47,0.99,1
387,1,stb,1.39,1.39,1.49,0.89,0
387,2,stb,1.39,1.36,1.39,0.95,0
387,3,stb,1.46,1.53,1.49,0.95,0
387,4,stb,0.79,1.43,1.45,0.99,0
388,1,heinz,1.19,1.39,1.49,0.89,0
388,2,heinz,1.19,1.36,1.39,0.95,0
388,3,heinz,1.19,1.29,1.39,0.95,0
388,4,heinz,1.46,1.43,1.45,0.75,0
389,1,heinz,1.19,1.39,1.49,0.89,0
390,1,heinz,0.99,1.39,1.49,0.89,0
390,2,heinz,1.19,1.36,1.39,0.95,0
391,1,heinz,1.19,1.39,1.49,0.89,0
391,2,heinz,1.19,1.53,1.47,0.95,0
392,1,heinz,0.99,1.49,1.29,0.99,0
393,1,heinz,1.46,1.43,1.45,0.99,0
393,2,heinz,0.99,1.49,1.49,0.89,0
393,3,heinz,0.99,1.39,1.49,0.89,0
393,4,heinz,1.19,1.39,1.49,0.89,0
393,5,heinz,1.19,1.36,1.39,0.95,0
393,6,hunts,1.19,1.29,1.39,0.95,0
393,7,stb,1.39,1.39,1.49,0.89,0
393,8,stb,1.19,1.39,1.49,0.89,0
393,9,stb,1.46,1.43,1.47,0.79,0
394,1,stb,1.39,0.89,1.39,0.89,0
395,1,heinz,0.99,1.53,1.49,0.95,0
395,2,hunts,1.39,0.89,1.39,0.95,0
396,1,delmonte,1.39,1.36,1.39,0.95,0
396,2,stb,1.39,1.36,1.39,0.95,0
